-5.9997168E+00,9.00879E+00
-5.9996244E+00,8.95996E+00
-5.9995320E+00,8.95996E+00
-5.9994396E+00,9.00879E+00
-5.9993472E+00,9.10645E+00
-5.9992548E+00,9.05762E+00
-5.9991624E+00,9.05762E+00
-5.9990700E+00,9.30176E+00
-5.9989776E+00,9.10645E+00
-5.9988852E+00,9.25293E+00
-5.9987928E+00,9.20410E+00
-5.9987004E+00,9.05762E+00
-5.9986080E+00,9.20410E+00
-5.9985156E+00,9.05762E+00
-5.9984232E+00,9.10645E+00
-5.9983308E+00,8.86230E+00
-5.9982384E+00,9.05762E+00
-5.9981460E+00,9.00879E+00
-5.9980536E+00,9.10645E+00
-5.9979612E+00,9.15527E+00
-5.9978688E+00,9.10645E+00
-5.9977764E+00,9.10645E+00
-5.9976840E+00,9.05762E+00
-5.9975916E+00,9.15527E+00
-5.9974992E+00,9.00879E+00
-5.9974068E+00,9.35059E+00
-5.9973144E+00,9.00879E+00
-5.9972220E+00,8.95996E+00
-5.9971296E+00,9.05762E+00
-5.9970372E+00,9.10645E+00
-5.9969448E+00,9.10645E+00
-5.9968524E+00,8.81348E+00
-5.9967600E+00,8.95996E+00
-5.9966676E+00,9.05762E+00
-5.9965752E+00,8.81348E+00
-5.9964828E+00,9.20410E+00
-5.9963904E+00,9.30176E+00
-5.9962980E+00,9.10645E+00
-5.9962056E+00,9.15527E+00
-5.9961132E+00,9.15527E+00
-5.9960208E+00,9.00879E+00
-5.9959284E+00,9.05762E+00
-5.9958360E+00,8.95996E+00
-5.9957436E+00,9.00879E+00
-5.9956512E+00,8.95996E+00
-5.9955588E+00,9.15527E+00
-5.9954664E+00,9.00879E+00
-5.9953740E+00,9.20410E+00
-5.9952816E+00,9.15527E+00
-5.9951892E+00,9.20410E+00
-5.9950968E+00,9.35059E+00
-5.9950044E+00,9.20410E+00
-5.9949120E+00,9.35059E+00
-5.9948196E+00,9.35059E+00
-5.9947272E+00,9.20410E+00
-5.9946348E+00,9.15527E+00
-5.9945424E+00,9.15527E+00
-5.9944500E+00,9.10645E+00
-5.9943576E+00,9.00879E+00
-5.9942652E+00,9.15527E+00
-5.9941728E+00,9.10645E+00
-5.9940804E+00,9.25293E+00
-5.9939880E+00,9.15527E+00
-5.9938956E+00,9.15527E+00
-5.9938032E+00,9.30176E+00
-5.9937108E+00,9.20410E+00
-5.9936184E+00,9.25293E+00
-5.9935260E+00,9.30176E+00
-5.9934336E+00,9.10645E+00
-5.9933412E+00,9.15527E+00
-5.9932488E+00,9.00879E+00
-5.9931564E+00,9.15527E+00
-5.9930640E+00,8.95996E+00
-5.9929716E+00,9.20410E+00
-5.9928792E+00,9.30176E+00
-5.9927868E+00,9.20410E+00
-5.9926944E+00,9.15527E+00
-5.9926020E+00,9.35059E+00
-5.9925096E+00,9.39941E+00
-5.9924172E+00,9.30176E+00
-5.9923248E+00,9.20410E+00
-5.9922324E+00,9.05762E+00
-5.9921400E+00,9.30176E+00
-5.9920476E+00,9.00879E+00
-5.9919552E+00,9.00879E+00
-5.9918628E+00,8.95996E+00
-5.9917704E+00,8.86230E+00
-5.9916780E+00,8.95996E+00
-5.9915856E+00,9.10645E+00
-5.9914932E+00,9.20410E+00
-5.9914008E+00,9.10645E+00
-5.9913084E+00,9.25293E+00
-5.9912160E+00,9.05762E+00
-5.9911236E+00,9.10645E+00
-5.9910312E+00,9.25293E+00
-5.9909388E+00,9.30176E+00
-5.9908464E+00,9.15527E+00
-5.9907540E+00,9.00879E+00
-5.9906616E+00,9.15527E+00
-5.9905692E+00,8.86230E+00
-5.9904768E+00,9.15527E+00
-5.9903844E+00,9.00879E+00
-5.9902920E+00,9.10645E+00
-5.9901996E+00,9.15527E+00
-5.9901072E+00,9.25293E+00
-5.9900148E+00,9.15527E+00
-5.9899224E+00,9.15527E+00
-5.9898300E+00,9.30176E+00
-5.9897376E+00,9.20410E+00
-5.9896452E+00,9.20410E+00
-5.9895528E+00,9.05762E+00
-5.9894604E+00,9.15527E+00
-5.9893680E+00,9.05762E+00
-5.9892756E+00,8.95996E+00
-5.9891832E+00,8.81348E+00
-5.9890908E+00,9.00879E+00
-5.9889984E+00,9.10645E+00
-5.9889060E+00,9.15527E+00
-5.9888136E+00,9.15527E+00
-5.9887212E+00,9.10645E+00
-5.9886288E+00,9.15527E+00
-5.9885364E+00,9.05762E+00
-5.9884440E+00,9.15527E+00
-5.9883516E+00,9.05762E+00
-5.9882592E+00,9.10645E+00
-5.9881668E+00,9.00879E+00
-5.9880744E+00,9.10645E+00
-5.9879820E+00,8.91113E+00
-5.9878896E+00,9.10645E+00
-5.9877972E+00,9.00879E+00
-5.9877048E+00,9.10645E+00
-5.9876124E+00,9.10645E+00
-5.9875200E+00,9.15527E+00
-5.9874276E+00,9.20410E+00
-5.9873352E+00,9.15527E+00
-5.9872428E+00,9.30176E+00
-5.9871504E+00,9.15527E+00
-5.9870580E+00,9.15527E+00
-5.9869656E+00,9.15527E+00
-5.9868732E+00,9.15527E+00
-5.9867808E+00,8.95996E+00
-5.9866884E+00,9.00879E+00
-5.9865960E+00,8.86230E+00
-5.9865036E+00,9.20410E+00
-5.9864112E+00,9.15527E+00
-5.9863188E+00,9.20410E+00
-5.9862264E+00,9.25293E+00
-5.9861340E+00,9.35059E+00
-5.9860416E+00,9.10645E+00
-5.9859492E+00,9.39941E+00
-5.9858568E+00,9.44824E+00
-5.9857644E+00,9.25293E+00
-5.9856720E+00,9.39941E+00
-5.9855796E+00,9.15527E+00
-5.9854872E+00,8.86230E+00
-5.9853948E+00,9.10645E+00
-5.9853024E+00,9.05762E+00
-5.9852100E+00,9.30176E+00
-5.9851176E+00,9.39941E+00
-5.9850252E+00,9.20410E+00
-5.9849328E+00,9.35059E+00
-5.9848404E+00,9.10645E+00
-5.9847480E+00,9.15527E+00
-5.9846556E+00,9.20410E+00
-5.9845632E+00,9.15527E+00
-5.9844708E+00,9.35059E+00
-5.9843784E+00,9.15527E+00
-5.9842860E+00,9.15527E+00
-5.9841936E+00,9.10645E+00
-5.9841012E+00,9.05762E+00
-5.9840088E+00,8.86230E+00
-5.9839164E+00,9.25293E+00
-5.9838240E+00,9.15527E+00
-5.9837316E+00,9.44824E+00
-5.9836392E+00,9.30176E+00
-5.9835468E+00,9.49707E+00
-5.9834544E+00,9.10645E+00
-5.9833620E+00,9.39941E+00
-5.9832696E+00,9.35059E+00
-5.9831772E+00,9.00879E+00
-5.9830848E+00,9.30176E+00
-5.9829924E+00,9.15527E+00
-5.9829000E+00,8.86230E+00
-5.9828076E+00,9.05762E+00
-5.9827152E+00,8.91113E+00
-5.9826228E+00,9.15527E+00
-5.9825304E+00,9.05762E+00
-5.9824380E+00,9.44824E+00
-5.9823456E+00,9.20410E+00
-5.9822532E+00,9.25293E+00
-5.9821608E+00,9.15527E+00
-5.9820684E+00,9.15527E+00
-5.9819760E+00,9.10645E+00
-5.9818836E+00,9.10645E+00
-5.9817912E+00,9.15527E+00
-5.9816988E+00,9.05762E+00
-5.9816064E+00,9.10645E+00
-5.9815140E+00,9.00879E+00
-5.9814216E+00,9.05762E+00
-5.9813292E+00,8.81348E+00
-5.9812368E+00,9.30176E+00
-5.9811444E+00,9.10645E+00
-5.9810520E+00,9.25293E+00
-5.9809596E+00,9.15527E+00
-5.9808672E+00,9.15527E+00
-5.9807748E+00,9.30176E+00
-5.9806824E+00,9.30176E+00
-5.9805900E+00,9.15527E+00
-5.9804976E+00,9.15527E+00
-5.9804052E+00,9.10645E+00
-5.9803128E+00,8.91113E+00
-5.9802204E+00,9.00879E+00
-5.9801280E+00,9.15527E+00
-5.9800356E+00,9.10645E+00
-5.9799432E+00,9.15527E+00
-5.9798508E+00,9.00879E+00
-5.9797584E+00,9.20410E+00
-5.9796660E+00,9.15527E+00
-5.9795736E+00,9.25293E+00
-5.9794812E+00,9.30176E+00
-5.9793888E+00,9.15527E+00
-5.9792964E+00,9.15527E+00
-5.9792040E+00,9.15527E+00
-5.9791116E+00,9.10645E+00
-5.9790192E+00,8.91113E+00
-5.9789268E+00,8.91113E+00
-5.9788344E+00,9.00879E+00
-5.9787420E+00,9.10645E+00
-5.9786496E+00,9.20410E+00
-5.9785572E+00,9.15527E+00
-5.9784648E+00,9.15527E+00
-5.9783724E+00,9.10645E+00
-5.9782800E+00,9.15527E+00
-5.9781876E+00,9.10645E+00
-5.9780952E+00,9.00879E+00
-5.9780028E+00,9.10645E+00
-5.9779104E+00,9.05762E+00
-5.9778180E+00,8.95996E+00
-5.9777256E+00,9.10645E+00
-5.9776332E+00,9.05762E+00
-5.9775408E+00,9.00879E+00
-5.9774484E+00,9.15527E+00
-5.9773560E+00,9.30176E+00
-5.9772636E+00,9.39941E+00
-5.9771712E+00,9.15527E+00
-5.9770788E+00,9.30176E+00
-5.9769864E+00,9.15527E+00
-5.9768940E+00,9.20410E+00
-5.9768016E+00,9.25293E+00
-5.9767092E+00,9.30176E+00
-5.9766168E+00,9.30176E+00
-5.9765244E+00,9.20410E+00
-5.9764320E+00,9.05762E+00
-5.9763396E+00,8.95996E+00
-5.9762472E+00,9.15527E+00
-5.9761548E+00,9.25293E+00
-5.9760624E+00,9.15527E+00
-5.9759700E+00,9.35059E+00
-5.9758776E+00,9.30176E+00
-5.9757852E+00,9.49707E+00
-5.9756928E+00,9.35059E+00
-5.9756004E+00,9.25293E+00
-5.9755080E+00,9.00879E+00
-5.9754156E+00,9.15527E+00
-5.9753232E+00,9.10645E+00
-5.9752308E+00,9.15527E+00
-5.9751384E+00,8.95996E+00
-5.9750460E+00,8.95996E+00
-5.9749536E+00,9.10645E+00
-5.9748612E+00,9.30176E+00
-5.9747688E+00,9.25293E+00
-5.9746764E+00,9.20410E+00
-5.9745840E+00,9.25293E+00
-5.9744916E+00,9.35059E+00
-5.9743992E+00,9.05762E+00
-5.9743068E+00,9.35059E+00
-5.9742144E+00,9.30176E+00
-5.9741220E+00,9.10645E+00
-5.9740296E+00,8.91113E+00
-5.9739372E+00,9.15527E+00
-5.9738448E+00,8.91113E+00
-5.9737524E+00,8.81348E+00
-5.9736600E+00,9.05762E+00
-5.9735676E+00,9.00879E+00
-5.9734752E+00,8.91113E+00
-5.9733828E+00,9.05762E+00
-5.9732904E+00,9.05762E+00
-5.9731980E+00,9.20410E+00
-5.9731056E+00,8.95996E+00
-5.9730132E+00,9.15527E+00
-5.9729208E+00,9.05762E+00
-5.9728284E+00,9.10645E+00
-5.9727360E+00,9.05762E+00
-5.9726436E+00,8.81348E+00
-5.9725512E+00,8.91113E+00
-5.9724588E+00,8.95996E+00
-5.9723664E+00,9.05762E+00
-5.9722740E+00,9.10645E+00
-5.9721816E+00,9.30176E+00
-5.9720892E+00,9.00879E+00
-5.9719968E+00,9.15527E+00
-5.9719044E+00,9.15527E+00
-5.9718120E+00,9.15527E+00
-5.9717196E+00,9.25293E+00
-5.9716272E+00,9.10645E+00
-5.9715348E+00,9.15527E+00
-5.9714424E+00,9.05762E+00
-5.9713500E+00,9.05762E+00
-5.9712576E+00,8.95996E+00
-5.9711652E+00,8.95996E+00
-5.9710728E+00,9.00879E+00
-5.9709804E+00,9.10645E+00
-5.9708880E+00,9.10645E+00
-5.9707956E+00,9.15527E+00
-5.9707032E+00,9.10645E+00
-5.9706108E+00,9.20410E+00
-5.9705184E+00,9.20410E+00
-5.9704260E+00,9.25293E+00
-5.9703336E+00,9.05762E+00
-5.9702412E+00,9.00879E+00
-5.9701488E+00,9.20410E+00
-5.9700564E+00,9.10645E+00
-5.9699640E+00,9.10645E+00
-5.9698716E+00,8.91113E+00
-5.9697792E+00,8.91113E+00
